date,sym,oi,nc_long,nc_short,c_long,c_short
2016-04-12,NQ,44895,15202,7579,24037,32657
2016-04-19,NQ,47078,17729,7631,23872,34644
2016-04-26,NQ,45360,15658,8295,23730,32287
2016-05-03,NQ,48150,14503,12637,28170,30256
2016-05-10,NQ,46611,11035,12899,29957,27858
2016-05-17,NQ,44755,9160,10680,30601,27839
2016-05-24,NQ,44271,14308,8267,24126,29626
2016-05-31,NQ,46379,19443,8450,21550,32042
2016-06-07,NQ,48764,19837,7293,23159,36345
2016-06-14,NQ,57521,23825,7186,26691,43761
2016-06-21,NQ,43667,21007,5689,17536,33497
2016-06-28,NQ,41211,16351,6989,20765,29004
2016-07-05,NQ,40019,15821,6895,20041,27845
2016-07-12,NQ,45807,20714,6255,19788,34362
2016-07-19,NQ,50432,24796,5537,20003,40305
2016-07-26,NQ,54783,29332,5275,19872,44786
2016-08-02,NQ,56902,32123,5787,19015,45886
2016-08-09,NQ,57841,32121,5792,19577,46923
2016-08-16,NQ,59338,32694,7105,19799,46129
2016-08-23,NQ,59466,32440,6814,20534,46962
2016-08-30,NQ,61088,36144,6736,18737,48793
2016-09-06,NQ,61802,35883,7137,19811,48729
2016-09-13,NQ,64292,26815,7582,30931,51011
2016-09-20,NQ,54968,29634,5891,19464,43597
2016-09-27,NQ,59441,33393,6094,19408,47385
2016-10-04,NQ,59174,33176,5698,19581,47462
2016-10-11,NQ,59494,31725,5865,18645,47033
2016-10-18,NQ,60955,36889,5465,17800,49910
2016-10-25,NQ,63259,38321,5788,18395,51326
2016-11-01,NQ,63297,32281,5941,24911,51275
2016-11-08,NQ,59822,25589,5269,27699,48612
2016-11-15,NQ,51101,21851,7569,22894,37881
2016-11-22,NQ,50117,23690,6837,20220,37743
2016-11-29,NQ,51057,24991,7137,19550,38405
2016-12-06,NQ,50837,20168,9623,23086,33366
2016-12-13,NQ,59800,22787,7363,29359,47228
2016-12-20,NQ,44391,22870,7882,15102,31728
2016-12-27,NQ,44880,23167,6463,15192,33810
2017-01-03,NQ,45925,23770,9034,15466,31839
2017-01-10,NQ,44423,23149,6807,15104,31865
2017-01-17,NQ,45075,24522,6721,14261,32632
2017-01-24,NQ,44694,23447,5910,14768,32089
2017-01-31,NQ,47517,26101,6161,15148,35706
2017-02-07,NQ,46339,24543,6060,15490,33890
2017-02-14,NQ,45770,24046,6110,15287,32556
2017-02-21,NQ,46915,24753,8878,15484,30669
2017-02-28,NQ,47852,25714,8957,14833,31561
2017-03-07,NQ,46856,24101,9144,15085,30065
2017-03-14,NQ,60922,24038,9215,27608,42829
2017-03-21,NQ,47727,23834,8608,16027,32284
2017-03-28,NQ,47894,25538,8479,15668,33197
2017-04-04,NQ,48427,26302,7495,15176,33783
2017-04-11,NQ,49774,27066,7517,16014,35455
2017-04-18,NQ,51069,27944,6777,16301,37425
2017-04-25,NQ,54974,30653,7749,17455,40168
2017-05-02,NQ,54595,28980,7814,18194,39034
2017-05-09,NQ,53864,27162,8264,19463,37836
2017-05-16,NQ,53992,25254,9547,20997,36035
2017-05-23,NQ,54042,23754,8937,22253,36554
2017-05-30,NQ,55100,25368,9306,21670,37534
2017-06-06,NQ,63241,29274,10776,25427,44402
2017-06-13,NQ,89647,30168,9852,50179,71142
2017-06-20,NQ,56941,24919,10731,23212,38966
2017-06-27,NQ,57176,22265,12025,26500,37151
2017-07-03,NQ,58428,20782,13067,29353,37492
2017-07-11,NQ,55985,18253,12107,30425,35386
2017-07-18,NQ,56703,20604,12852,28834,35211
2017-07-25,NQ,58043,22661,12006,28063,37378
2017-08-01,NQ,58560,22743,11586,27886,37905
2017-08-08,NQ,59955,21220,12621,30700,37497
2017-08-15,NQ,60505,21637,12205,30824,37926
2017-08-22,NQ,58746,20634,12821,29882,36484
2017-08-29,NQ,58179,21234,12802,29443,36269
2017-09-05,NQ,56291,21165,12338,27646,34557
2017-09-12,NQ,71552,21870,12354,40814,48503
2017-09-19,NQ,52922,20561,12855,24900,31871
2017-09-26,NQ,53532,19761,14107,25965,30926
2017-10-03,NQ,53966,19815,13978,26623,31719
2017-10-10,NQ,56427,21759,15748,27120,32081
2017-10-17,NQ,55697,21540,15753,26630,31034
2017-10-24,NQ,55890,21716,14631,25660,32348
2017-10-31,NQ,54393,21268,12867,24512,32434
2017-11-07,NQ,55140,18802,13053,27877,32777
2017-11-14,NQ,57261,20431,14914,28162,32778
2017-11-21,NQ,58925,18611,15474,30938,33654
2017-11-28,NQ,58911,18274,17152,31564,32154
2017-12-05,NQ,60856,20067,18846,31012,32911
2017-12-12,NQ,72410,18354,17020,43077,44668
2017-12-19,NQ,55177,17674,16866,29367,30854
2017-12-26,NQ,57539,18126,17551,30434,32376
2018-01-02,NQ,55389,19674,16102,27264,31102
2018-01-09,NQ,51860,18130,14890,25149,28283
2018-01-16,NQ,54817,19625,14544,26676,31853
2018-01-23,NQ,51194,17580,14582,25104,28559
2018-01-30,NQ,51944,18711,14236,23897,29395
2018-02-06,NQ,49143,16635,14136,23939,27607
2018-02-13,NQ,46006,13682,15765,25268,23411
2018-02-20,NQ,46459,12598,14256,27134,24424
2018-02-27,NQ,46287,11818,11251,27160,26742
2018-03-06,NQ,48410,12001,10816,28495,29617
2018-03-13,NQ,58820,13918,10090,35599,39986
2018-03-20,NQ,46328,14080,11648,23851,26843
2018-03-27,NQ,46896,14815,11301,23981,27530
2018-04-03,NQ,50750,15224,18382,27562,25179
2018-04-10,NQ,48586,14573,15905,26769,25840
2018-04-17,NQ,47647,13047,14624,27539,25486
2018-04-24,NQ,48840,11401,16343,29918,25492
2018-05-01,NQ,47850,12969,15742,27861,24639
2018-05-08,NQ,47008,12394,13716,27648,25559
2018-05-15,NQ,49660,14091,14099,28425,26034
2018-05-22,NQ,49018,12469,13211,28957,28500
2018-05-29,NQ,50257,13757,12483,29490,30239
2018-06-05,NQ,51941,14344,12122,30027,31873
2018-06-12,NQ,58502,13376,11694,36925,38266
2018-06-19,NQ,45194,15264,10706,22405,26223
2018-06-26,NQ,47098,15739,13033,23086,25651
2018-07-03,NQ,48460,18144,14914,22053,25455
2018-07-10,NQ,48659,19444,15123,21433,25660
2018-07-17,NQ,49735,21065,13225,20589,28546
2018-07-24,NQ,47891,17823,11249,21188,28202
2018-07-31,NQ,47922,18773,10129,21299,29816
2018-08-07,NQ,48994,18015,10680,23591,29897
2018-08-14,NQ,47514,17106,9612,22822,29031
2018-08-21,NQ,47967,16360,10146,23549,29472
2018-08-28,NQ,49255,17985,10502,23691,30378
2018-09-04,NQ,53257,19532,10608,25749,33523
2018-09-11,NQ,52726,17477,10538,27108,33996
2018-09-18,NQ,61679,16238,10372,36848,42665
2018-09-25,NQ,49420,17370,10112,24274,31314
2018-10-02,NQ,49441,18573,11328,23316,30189
2018-10-09,NQ,49546,15235,12972,26109,28535
2018-10-16,NQ,50144,12291,12216,30098,28794
2018-10-23,NQ,50872,14147,12291,28904,30527
2018-10-30,NQ,49653,12214,10164,29958,30804
2018-11-06,NQ,48663,10533,10651,31306,30071
2018-11-13,NQ,49733,8969,10049,33283,30602
2018-11-20,NQ,51279,10050,9155,31867,32136
2018-11-27,NQ,48146,11324,8579,30002,31896
2018-12-04,NQ,48620,8119,10183,33152,30776
2018-12-11,NQ,50696,9840,10449,34530,33627
2018-12-18,NQ,54430,10670,9972,35211,36344
2018-12-24,NQ,41653,10453,8296,23940,27108
2018-12-31,NQ,40798,7327,9085,27688,25089
2019-01-08,NQ,41062,7391,8600,28567,23926
2019-01-15,NQ,41781,7068,10010,29611,22746
2019-01-22,NQ,41357,7591,10431,28840,23954
2019-01-29,NQ,43546,7526,11228,30736,23867
2019-02-05,NQ,43092,7460,12163,29732,21453
2019-02-12,NQ,43001,7507,12866,29981,21433
2019-02-19,NQ,44320,8323,13468,30501,22257
2019-02-26,NQ,44657,9585,13475,29487,22521
2019-03-05,NQ,46534,9348,13591,30741,23097
2019-03-12,NQ,51567,11096,13826,32467,26359
2019-03-19,NQ,39868,12547,12096,21197,19677
2019-03-26,NQ,38725,12222,10740,19955,19751
2019-04-02,NQ,39308,12309,10881,20468,20416
2019-04-09,NQ,40204,12387,10908,20833,20699
2019-04-16,NQ,41813,11794,13499,22421,18660
2019-04-23,NQ,43451,12553,13761,23509,20444
2019-04-30,NQ,43989,13027,13509,23604,21690
2019-05-07,NQ,41776,11277,13147,23007,20346
2019-05-14,NQ,43292,11663,9366,23478,24221
2019-05-21,NQ,43256,12782,10190,22996,24277
2019-05-28,NQ,44743,13902,10358,23185,26066
2019-06-04,NQ,44544,12281,11440,25298,25126
2019-06-11,NQ,43984,13822,11509,22927,23903
2019-06-18,NQ,49541,15005,10710,26371,30477
2019-06-25,NQ,43391,15532,11018,21256,24989
2019-07-02,NQ,41814,14070,9150,21144,25055
2019-07-09,NQ,42165,12595,9009,22287,24617
2019-07-16,NQ,43219,14979,9883,20911,25108
2019-07-23,NQ,44925,14298,9631,23093,26961
2019-07-30,NQ,45643,15094,10099,23203,26961
2019-08-06,NQ,40983,16775,8967,17080,22720
2019-08-13,NQ,38828,14830,9991,16917,19962
2019-08-20,NQ,38354,14486,9770,16991,19603
2019-08-27,NQ,40023,14078,9501,18488,20515
2019-09-03,NQ,40017,14282,9391,17947,21167
2019-09-10,NQ,40842,14461,9082,18530,23207
2019-09-17,NQ,49948,16298,9340,23983,29238
2019-09-24,NQ,40586,13948,11192,19831,21235
2019-10-01,NQ,41303,15010,9656,19329,23002
2019-10-08,NQ,40562,13335,9724,20385,22529
2019-10-15,NQ,42866,16782,10302,19542,23502
2019-10-22,NQ,43791,16784,10566,19627,24662
2019-10-29,NQ,45936,19153,11067,19723,26049
2019-11-05,NQ,45370,18462,10229,19726,25501
2019-11-12,NQ,46371,18729,10754,20145,25707
2019-11-19,NQ,46589,18032,11117,20601,25048
2019-11-26,NQ,44884,18029,11378,18909,23344
2019-12-03,NQ,42146,14095,9674,19934,22586
2019-12-10,NQ,42601,13101,10661,20577,21212
2019-12-17,NQ,55265,13105,11526,31947,31842
2019-12-24,NQ,42219,12661,9965,20936,23001
2019-12-31,NQ,43347,14302,9175,19969,25228
2020-01-07,NQ,42058,12833,9498,20084,22554
2020-01-14,NQ,43174,13821,10476,20261,23184
2020-01-21,NQ,43385,13847,12048,20950,21622
2020-01-28,NQ,41234,14353,9477,18396,21871
2020-02-04,NQ,40957,14109,9851,18461,20678
2020-02-11,NQ,41566,14808,13062,18352,19430
2020-02-18,NQ,41664,15694,12013,17406,20268
2020-02-25,NQ,42933,16592,8676,15325,23939
2020-03-03,NQ,43369,15557,9115,19282,26018
2020-03-10,NQ,44032,14999,11465,20355,24828
2020-03-17,NQ,59254,13368,8885,28607,33479
2020-03-24,NQ,39971,13345,7862,19829,24949
2020-03-31,NQ,37304,12725,8445,18781,21546
2020-04-07,NQ,36673,11959,9156,18698,19808
2020-04-14,NQ,35587,10902,10853,18827,17222
2020-04-21,NQ,35851,11843,10098,18097,18950
2020-04-28,NQ,36350,11878,9678,18291,19919
2020-05-05,NQ,36901,11545,8975,19140,21194
2020-05-12,NQ,39313,12831,11141,19738,21525
2020-05-19,NQ,39633,11930,12921,20668,20105
2020-05-26,NQ,42000,13748,13060,20787,21810
2020-06-02,NQ,41947,13707,11187,21673,23590
2020-06-09,NQ,43255,13478,11447,22592,23319
2020-06-16,NQ,45730,14653,9616,22945,28388
2020-06-23,NQ,36512,14882,7088,15301,23059
2020-06-30,NQ,38816,15656,6892,16491,25095
2020-07-07,NQ,42507,16359,7419,18992,27594
2020-07-14,NQ,44657,15903,8780,21395,27928
2020-07-21,NQ,44441,13047,9905,23372,26923
2020-07-28,NQ,44183,14488,9667,21619,27470
2020-08-04,NQ,45713,14719,11067,22750,27139
2020-08-11,NQ,47013,13788,11288,24223,27509
2020-08-18,NQ,45989,15576,11335,21566,27044
2020-08-25,NQ,46997,15625,11681,21783,27110
2020-09-01,NQ,49030,15861,14135,23184,26249
2020-09-08,NQ,50161,14256,17950,23529,24336
2020-09-15,NQ,69673,15438,31612,40292,29115
2020-09-22,NQ,66403,16676,43538,39234,15356
2020-09-29,NQ,55119,14857,30795,29654,16769
2020-10-06,NQ,55500,14529,29531,30609,18584
2020-10-13,NQ,45242,14733,11160,19981,26522
2020-10-20,NQ,43978,13223,12010,20633,24831
2020-10-27,NQ,45535,13167,13265,22608,24474
2020-11-03,NQ,44591,13165,13103,21691,23763
2020-11-10,NQ,47620,13685,16741,24289,23727
2020-11-17,NQ,47695,12507,15803,26264,24578
2020-11-24,NQ,49452,13235,17795,26528,24049
2020-12-01,NQ,49193,13349,17874,26337,23623
2020-12-08,NQ,48901,14001,12187,25171,28791
2020-12-15,NQ,55366,15015,12608,28827,33432
2020-12-21,NQ,42541,14062,7823,21565,27775
2020-12-29,NQ,43377,14140,10181,21829,26383
2021-01-05,NQ,44180,14466,9309,22262,27875
2021-01-12,NQ,46458,15673,11590,23372,27380
2021-01-19,NQ,47010,17135,10813,22840,28181
2021-01-26,NQ,46412,17583,9651,21240,28230
2021-02-02,NQ,46946,17434,11621,21172,27492
2021-02-09,NQ,46874,16606,11473,22138,27516
2021-02-16,NQ,47071,15044,10823,23468,27711
2021-02-23,NQ,48014,13507,14585,25856,25276
2021-03-02,NQ,48803,11323,16021,29025,23066
2021-03-09,NQ,50706,12491,14990,29889,25054
2021-03-16,NQ,51477,11413,13879,31531,27577
2021-03-23,NQ,44355,9946,12478,27602,23739
2021-03-30,NQ,44446,9619,13192,27661,22598
2021-04-06,NQ,42918,11488,13367,23804,21258
2021-04-13,NQ,42860,11859,13081,23282,21208
2021-04-20,NQ,43629,11057,12082,24097,22770
2021-04-27,NQ,43576,10512,12064,24973,22144
2021-05-04,NQ,47448,11433,14794,27217,22340
2021-05-11,NQ,45487,12243,13445,25176,21889
2021-05-18,NQ,45595,11798,13019,25447,22879
2021-05-25,NQ,46678,10586,13245,27806,23342
2021-06-01,NQ,47675,10632,13542,28651,23938
2021-06-08,NQ,47631,12104,13804,26969,23412
2021-06-15,NQ,57779,13178,15385,33838,29284
2021-06-22,NQ,44754,11749,13822,25571,21672
2021-06-29,NQ,44827,12705,14325,24714,20569
2021-07-06,NQ,45658,13151,13465,25148,21688
2021-07-13,NQ,46456,13593,14444,25857,21471
2021-07-20,NQ,46906,14379,14835,24651,22597
2021-07-27,NQ,46944,12768,14733,26477,22783
2021-08-03,NQ,44609,12974,13267,23946,21526
2021-08-10,NQ,46672,11700,14354,26707,21565
2021-08-17,NQ,46900,10983,15368,27728,20838
2021-08-24,NQ,45425,13033,13517,24583,20901
2021-08-31,NQ,46120,13879,14369,23903,20879
2021-09-07,NQ,46866,15087,14089,22235,21467
2021-09-14,NQ,55540,16398,14486,28058,28568
2021-09-21,NQ,44460,13980,12096,22297,24129
2021-09-28,NQ,46122,12808,13264,24152,23083
2021-10-05,NQ,45030,11754,12285,24430,23340
2021-10-12,NQ,46123,12134,12298,25460,24885
2021-10-19,NQ,47473,12116,12727,27002,24917
2021-10-26,NQ,49102,13151,13802,27510,26228
2021-11-02,NQ,51117,14303,12859,28918,28566
2021-11-09,NQ,52579,16405,13165,28062,30071
2021-11-16,NQ,52868,16123,13431,28492,30401
2021-11-23,NQ,51745,16719,11116,26124,30679
2021-11-30,NQ,51695,17343,10557,26105,31195
2021-12-07,NQ,50376,16143,10988,24877,29854
2021-12-14,NQ,53943,17007,10315,24814,31655
2021-12-21,NQ,41614,14395,9323,19278,24732
2021-12-28,NQ,42219,13863,11042,20825,23832
2022-01-04,NQ,42186,13910,9565,19645,25024
2022-01-11,NQ,44044,15215,10961,19795,24396
2022-01-18,NQ,47162,17719,11677,20241,26177
2022-01-25,NQ,48669,17582,11561,21420,28431
2022-02-01,NQ,47867,14236,14434,25125,22725
2022-02-08,NQ,46753,13408,11814,25823,25166
2022-02-15,NQ,47189,13604,11736,26328,25130
2022-02-22,NQ,51586,15068,12287,28351,29466
2022-03-01,NQ,49907,12290,9863,30685,28403
2022-03-08,NQ,49602,15072,9749,27123,30001
2022-03-15,NQ,52947,13652,9857,29604,30599
2022-03-22,NQ,42562,11335,10773,24852,21518
2022-03-29,NQ,44664,9804,12049,28475,21668
2022-04-05,NQ,46538,11730,13457,28237,22988
2022-04-12,NQ,45660,13641,11043,25305,25282
2022-04-19,NQ,47422,13147,11517,27152,26318
2022-04-26,NQ,47395,13604,10438,25237,27182
2022-05-03,NQ,45344,13415,10197,24758,26032
2022-05-10,NQ,49984,13844,11151,27779,29399
2022-05-17,NQ,48711,13958,10923,26504,28351
2022-05-24,NQ,51049,15002,12257,27760,29980
2022-05-31,NQ,52616,14888,13765,30523,29748
2022-06-07,NQ,53659,16695,13295,29542,29737
2022-06-14,NQ,60453,17674,11993,31271,35457
2022-06-21,NQ,47325,16578,10416,22183,27700
2022-06-28,NQ,49609,15797,10959,25754,29740
2022-07-05,NQ,51890,16703,10524,27437,32621
2022-07-12,NQ,50852,15394,11511,28155,30073
2022-07-19,NQ,51278,15365,9742,27818,31729
2022-07-26,NQ,53432,16698,10336,28504,33599
2022-08-02,NQ,52465,14984,10041,29955,31773
2022-08-09,NQ,51757,14788,10573,29941,30174
2022-08-16,NQ,53559,15680,14311,30863,27759
2022-08-23,NQ,52432,16857,9251,28217,32012
2022-08-30,NQ,52728,15476,10114,29677,30247
2022-09-06,NQ,57351,17086,12677,32043,31669
2022-09-13,NQ,62994,15056,12695,36688,33579
2022-09-20,NQ,54363,14748,14051,33124,28807
2022-09-27,NQ,56411,14946,14956,34070,29176
2022-10-04,NQ,54434,13959,14711,32177,27911
2022-10-11,NQ,56257,16983,15277,31259,29365
2022-10-18,NQ,54878,15904,15601,30965,28524
2022-10-25,NQ,56318,16498,15358,32164,30035
2022-11-01,NQ,56493,14929,17979,33388,27574
2022-11-08,NQ,54611,15662,16145,30884,27655
2022-11-15,NQ,53686,13633,14685,31865,29196
2022-11-22,NQ,50542,13473,12864,29033,28344
2022-11-29,NQ,50849,13594,11643,29275,29286
2022-12-06,NQ,50020,13747,11044,28067,29071
2022-12-13,NQ,62597,14621,10781,36661,39217
2022-12-20,NQ,49009,12498,11595,28542,28799
2022-12-27,NQ,50156,12753,12518,29319,28736
2023-01-03,NQ,48932,11960,11688,29143,28307
2023-01-10,NQ,50725,11414,13044,31206,28421
2023-01-17,NQ,55003,12324,16451,34585,28476
2023-01-24,NQ,54777,12048,17100,34722,27306
2023-01-31,NQ,55690,11888,15059,36620,30209
2023-02-07,NQ,55861,11662,14646,37356,31326
2023-02-14,NQ,55237,10802,15367,36853,28186
2023-02-21,NQ,53659,11570,14384,34077,27153
2023-02-28,NQ,53651,10789,15555,34864,26464
2023-03-07,NQ,52162,11117,13602,33021,25806
2023-03-14,NQ,61292,12227,13521,38176,31166
2023-03-21,NQ,42975,10613,11637,25401,22029
2023-03-28,NQ,44015,10262,11731,26474,23505
2023-04-04,NQ,46437,7763,11440,27551,25040
2023-04-11,NQ,47494,10321,10747,28995,27411
2023-04-18,NQ,49012,11751,11216,29438,28155
2023-04-25,NQ,49531,12961,11935,28541,27848
2023-05-02,NQ,255954,73064,59376,135518,136225
2023-05-09,NQ,264599,78800,57002,132394,143335
2023-05-16,NQ,283785,81526,58135,147815,155319
2023-05-23,NQ,285583,78584,61828,150290,156169
2023-05-30,NQ,310068,85416,72831,166568,162140
2023-06-06,NQ,318085,89542,77268,167808,165031
2023-06-13,NQ,335337,91391,73805,171832,172439
2023-06-20,NQ,255039,71831,54948,132957,141320
2023-06-27,NQ,265818,79203,62511,131175,141724
2023-07-03,NQ,259143,68020,62783,132358,135444
2023-07-11,NQ,271791,70620,61200,138302,144877
2023-07-18,NQ,278468,68272,66705,143811,137737
2023-07-25,NQ,272910,59273,71666,148445,139121
2023-08-01,NQ,276532,64211,78084,150032,136172
2023-08-08,NQ,281647,62376,77564,153674,138488
2023-08-15,NQ,281293,61059,60915,153208,156471
2023-08-22,NQ,278608,61479,53247,146658,159199
2023-08-29,NQ,282272,63942,51656,148277,157354
2023-09-05,NQ,291708,64075,54515,156324,160243
2023-09-12,NQ,319625,59590,55128,173508,181445
2023-09-19,NQ,241955,55927,53691,137434,139676
2023-09-26,NQ,248727,55953,57889,140391,141582
2023-10-03,NQ,263748,63429,64547,148371,146637
2023-10-10,NQ,264373,69805,61603,145743,152440
2023-10-17,NQ,265176,77044,62286,139525,150998
2023-10-24,NQ,262564,66330,64935,142906,146422
2023-10-31,NQ,270325,69067,64315,146195,152012
2023-11-07,NQ,279223,82864,63440,147096,155699
2023-11-14,NQ,284718,70058,65611,158806,160832
2023-11-21,NQ,295027,76132,67623,163533,174605
2023-11-28,NQ,304631,81194,69738,167170,177697
2023-12-05,NQ,288233,75992,64666,156396,169275
2023-12-12,NQ,348789,72476,58376,212861,223330
2023-12-19,NQ,283394,72084,48466,162938,188576
2023-12-26,NQ,286224,78604,49858,155962,189210
2024-01-02,NQ,281637,78330,40250,148550,196077
2024-01-09,NQ,287400,78944,43110,151236,193356
2024-01-16,NQ,284650,78680,42510,150585,188795
2024-01-23,NQ,302456,84375,50737,158063,195929
2024-01-30,NQ,309275,86972,47661,156557,204268
2024-02-06,NQ,301342,83742,50668,149892,188404
2024-02-13,NQ,312885,88518,55105,155460,192873
2024-02-20,NQ,304972,82979,56750,148924,181521
2024-02-27,NQ,307552,79907,67827,153785,171709
2024-03-05,NQ,309873,69488,69335,161680,172013
2024-03-12,NQ,353521,73204,71077,189424,197956
2024-03-19,NQ,255935,68511,57818,139386,156871
2024-03-26,NQ,260574,64886,72155,147816,149236
2024-04-02,NQ,266623,64284,71106,149656,151423
2024-04-09,NQ,267024,66179,58367,147614,162419
2024-04-16,NQ,263134,65351,59192,141517,159836
2024-04-23,NQ,263107,62829,58089,142258,160632
2024-04-30,NQ,261962,61315,60780,140092,154992
2024-05-07,NQ,242910,65707,60326,125015,135421
2024-05-14,NQ,256748,68568,64269,134445,145213
2024-05-21,NQ,258244,68390,62493,133043,149583
2024-05-28,NQ,265906,68455,70512,139288,145704
2024-06-04,NQ,254627,60959,58991,140208,152796
2024-06-11,NQ,267660,61336,67264,150557,150617
2024-06-18,NQ,345118,66122,67610,200597,204467
2024-06-25,NQ,252655,69542,61187,130392,149017
2024-07-02,NQ,265554,71783,58499,139712,161054
2024-07-09,NQ,271471,67705,60099,148547,164373
2024-07-16,NQ,264434,65921,59747,141826,159804
2024-07-23,NQ,252187,53388,54846,140693,157272
2024-07-30,NQ,266789,49794,48827,149978,175721
2024-08-06,NQ,257764,50648,37350,150446,181279
2024-08-13,NQ,252979,48230,38686,149200,169987
2024-08-20,NQ,253133,54107,42604,143589,165331
2024-08-27,NQ,253674,63961,42785,131061,167161
2024-09-03,NQ,263973,67374,40514,134180,175396
2024-09-10,NQ,269479,68433,41001,138191,176162
2024-09-17,NQ,278372,65981,45380,148620,181509
2024-09-24,NQ,232823,51747,37005,133771,162595
2024-10-01,NQ,239651,56071,41463,133690,160554
2024-10-08,NQ,257025,56872,44725,142601,167110
2024-10-15,NQ,249104,46829,47384,148828,161331
2024-10-22,NQ,254792,49104,47732,150208,163136
2024-10-29,NQ,267750,56266,51971,153750,169743
2024-11-05,NQ,263529,61284,45850,145082,173216
2024-11-12,NQ,288619,68657,51908,157135,187772
2024-11-19,NQ,287341,61892,43812,159419,191304
2024-11-26,NQ,289033,68024,49586,158533,189031
2024-12-03,NQ,307679,82241,52777,161753,202622
2024-12-10,NQ,306813,84419,48915,152775,202986
2024-12-17,NQ,340251,85940,50256,178811,225447
2024-12-24,NQ,251693,78928,50836,126302,167033
2024-12-31,NQ,258092,73675,50005,134614,178134
2025-01-07,NQ,247811,70285,52119,127757,161004
2025-01-14,NQ,261461,62016,52315,147007,171162
2025-01-21,NQ,263439,69166,50343,136047,172556
2025-01-28,NQ,279517,81725,49885,136735,179799
2025-02-04,NQ,271345,70683,50690,140764,171561
2025-02-11,NQ,276366,68694,53824,147909,170886
2025-02-18,NQ,303715,82935,71129,158729,175612
2025-02-25,NQ,301391,77286,53870,152203,194367
2025-03-04,NQ,304391,73119,54189,156125,195979
2025-03-11,NQ,319420,73775,55056,163453,209539
2025-03-18,NQ,320476,66391,47613,153927,195861
2025-03-25,NQ,231229,61737,52096,118514,142643
2025-04-01,NQ,257117,67567,53417,135260,163719
2025-04-08,NQ,266758,67502,48219,148833,174828
2025-04-15,NQ,249669,62942,39845,134897,162111
2025-04-22,NQ,257271,66624,38766,133102,167535
2025-04-29,NQ,265803,65524,47148,138038,157073
2025-05-06,NQ,280451,72355,53865,141615,159774
2025-05-13,NQ,307490,72026,66945,162702,168509
2025-05-20,NQ,301110,69089,68455,160165,160508
2025-05-27,NQ,295593,72608,67349,148665,157729
2025-06-03,NQ,298126,70925,64958,151501,162916
2025-06-10,NQ,298671,71327,62215,150773,165000
2025-06-17,NQ,334937,70973,63595,176194,186275
2025-06-24,NQ,259948,77302,58942,132978,155716
2025-07-01,NQ,274168,78932,48452,141599,182721
2025-07-08,NQ,279888,82108,46895,141437,185838
2025-07-15,NQ,281893,86207,47050,145299,189224
2025-07-22,NQ,281535,76558,42336,151591,190926
2025-07-29,NQ,293645,84598,45850,156451,199289
2025-08-05,NQ,290285,84550,47579,147363,193502
2025-08-12,NQ,316811,96001,48894,162851,213006
2025-08-19,NQ,304458,84077,46416,157155,204210
2025-08-26,NQ,298322,86537,46943,151564,201894
2025-09-02,NQ,296057,76185,57959,161059,185504
2025-09-09,NQ,310398,85105,57228,165005,198116
2025-09-16,NQ,365891,86981,66028,188483,213675
2025-09-23,NQ,281162,91435,67416,141614,169440
2025-09-30,NQ,285789,89804,48330,146443,194697
2025-10-07,NQ,294285,92532,48848,150420,200356
2025-10-14,NQ,290000,88256,37957,140256,199186
2025-10-21,NQ,300347,99017,49784,143480,199594
2025-10-28,NQ,310555,97668,53992,152622,200013
2025-11-04,NQ,304760,90161,43005,149475,208087
2025-11-10,NQ,309882,95865,46909,148918,210654
2025-11-18,NQ,315545,89709,47289,154105,213275
2025-11-25,NQ,315399,93647,41882,151760,215366
2025-12-02,NQ,328582,94669,53116,159230,216668
2025-12-09,NQ,347119,95484,54963,170865,228421
2025-12-16,NQ,403867,99300,61228,193477,251986
2025-12-23,NQ,274369,93583,60008,128215,178143
2025-12-30,NQ,286451,96752,69084,136650,181629
2026-01-06,NQ,284377,97977,62376,132460,184827
2026-01-13,NQ,287403,97965,66984,140464,185659
2026-01-20,NQ,275966,86136,66161,137896,172484
2026-01-27,NQ,269849,91028,62148,130573,171625
2026-02-03,NQ,279784,81685,69617,139441,166226
2026-02-10,NQ,274666,78889,66247,137907,160806
2026-02-17,NQ,287390,85591,63439,140592,170681
2026-02-24,NQ,285165,76599,68043,148075,163182
2026-03-03,NQ,290391,71879,74482,154622,152653
2026-03-10,NQ,275311,72084,50355,141507,163573
2026-03-17,NQ,318004,72274,51333,155328,180264
2026-03-24,NQ,244680,67592,63489,131317,140147
2026-03-31,NQ,256358,76502,57031,130999,151610
2026-04-07,NQ,258663,70032,60117,140869,147663
2026-04-14,NQ,276532,69365,59721,148134,157450
2026-04-21,NQ,290216,68265,61653,147270,158570
2026-04-28,NQ,302430,66824,72797,150672,150656
2026-05-05,NQ,315421,68393,70225,159468,163232
2026-05-12,NQ,316227,59162,81061,166606,152014
2026-05-19,NQ,320044,71907,79306,158856,161816
2026-05-26,NQ,330617,69237,80519,169167,168993
2026-06-02,NQ,345837,68549,90634,181764,166288
2026-06-09,NQ,334790,70466,81447,167311,166995
2026-06-16,NQ,375254,71329,92195,186342,179636
2026-06-23,NQ,276807,59333,75605,160038,156735
2026-06-30,NQ,296634,59160,77403,172993,164008
2026-07-07,NQ,303152,65583,74324,168127,174477
2026-07-14,NQ,307355,61576,71889,171995,173913
2026-07-21,NQ,311523,59542,69233,172789,176760
