sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct,leg
221137,221138,221152,-1,-1.025369758763728,1.0,stop,19.51141926929631,0.002,RULE:smc_C
223632,223633,223660,-1,-1.0236347929529357,1.0,stop,20.94369944283835,0.002,RULE:smc_C
224393,224394,224397,-1,1.4910451208019275,1.0,target,13.400515779777834,0.002,RULE:smc_C
226169,226170,226185,-1,-1.0384276328521258,1.0,stop,12.881355505420288,0.002,RULE:smc_C
227255,227256,227385,-1,1.4882775079488906,1.0,target,10.236731189629154,0.002,RULE:smc_C
227666,227667,227683,-1,-1.1081821495751505,1.0,stop,4.5756162356169625,0.002,RULE:smc_C
228010,228011,228033,-1,1.4864671221617114,1.0,target,8.8672935227778,0.002,RULE:smc_C
231651,231652,231700,1,-1.0280741470260926,1.0,stop,17.631880303965772,0.002,RULE:smc_C
233441,233442,233464,-1,1.487115159212938,1.0,target,9.313269910192956,0.0025,RULE:smc_B
234075,234076,234080,-1,1.4885141091056202,1.0,target,10.447600547791808,0.0025,RULE:smc_B
235276,235277,235287,1,1.4803190485564566,1.0,target,6.097266198955367,0.0025,RULE:smc_B
235718,235719,235730,-1,-1.07007491084001,1.0,stop,7.063869137559777,0.0025,RULE:smc_B
237536,237537,237588,-1,1.4923865085110697,1.0,target,15.761493944594804,0.0025,RULE:smc_B
238531,238532,238556,1,1.4850893040317634,1.0,target,8.047914078283156,0.0025,RULE:smc_B
238743,238744,238764,-1,-1.1117361949623492,1.0,stop,4.430077471018194,0.0025,RULE:smc_B
240096,240097,240170,-1,-1.0141169806095074,1.0,stop,35.06415526749606,0.0025,RULE:smc_B
240501,240502,240509,1,1.487052648023754,1.0,target,9.268304454836198,0.0025,RULE:smc_B
240854,240855,240878,1,-1.033715893127452,1.0,stop,14.681503412316944,0.0025,RULE:smc_B
241331,241332,241337,-1,-1.035393678448414,1.0,stop,13.985548315399228,0.0025,RULE:smc_B
242244,242245,242296,1,1.4842841048022386,1.0,target,7.635581587331217,0.0025,RULE:smc_B
243585,243586,243607,-1,-1.0745482585249335,1.0,stop,6.639994143316471,0.0025,RULE:smc_B
246734,246735,246742,-1,-1.0506066156979672,1.0,stop,9.781329835495852,0.0025,RULE:smc_B
246968,246969,246979,-1,1.47060508867203,1.0,target,4.082339241003865,0.0025,RULE:smc_B
247257,247258,247296,1,1.4858581950809842,1.0,target,8.485479801707697,0.0025,RULE:smc_B
248673,248674,248683,-1,1.4819889405744875,1.0,target,6.662573098283247,0.0025,RULE:smc_B
249171,249172,249182,1,-1.0540638285544883,1.0,stop,9.155844364612676,0.0025,RULE:smc_B
249195,249196,249245,1,1.4913440696974474,1.0,target,13.863327892678171,0.0025,RULE:smc_B
252599,252600,252603,-1,-1.029196791050093,1.0,stop,16.953917954569988,0.0025,RULE:smc_B
252824,252825,252836,-1,1.4845622645400192,1.0,target,7.773160792307863,0.0025,RULE:smc_B
254127,254128,254184,-1,1.4901692005676117,1.0,target,12.206535269619051,0.0025,RULE:smc_B
258646,258647,258669,-1,-1.054602845308711,1.0,stop,9.065461647674056,0.0025,RULE:smc_B
258958,258959,258963,-1,1.4838413407292494,1.0,target,7.426358708959924,0.0025,RULE:smc_B
259236,259237,259326,1,-1.0146217324678666,1.0,stop,33.85371747758563,0.0025,RULE:smc_B
260702,260703,260722,-1,1.4913927158755595,1.0,target,13.941679891663624,0.0025,RULE:smc_B
261002,261003,261009,1,-1.0190304753233257,1.0,stop,26.0109110040612,0.0025,RULE:smc_B
261081,261082,261084,1,-1.0187706992576884,1.0,stop,26.370887584129378,0.0025,RULE:smc_B
262922,262923,262942,1,1.496471006217242,1.0,target,34.00402703634427,0.0025,RULE:smc_B
262945,262946,262966,-1,1.4973846545114995,1.0,target,45.88303936409011,0.0025,RULE:smc_B
263397,263398,263459,-1,1.4973277953668844,1.0,target,44.90674049151585,0.0025,RULE:smc_B
263462,263463,263474,1,1.4950623201083948,1.0,target,24.30291202230728,0.0025,RULE:smc_B
263632,263633,263667,-1,-1.0229243367495962,1.0,stop,21.592773017030595,0.0025,RULE:smc_B
264189,264190,264193,-1,-1.0401338297292673,1.0,stop,12.333734491304313,0.0025,RULE:smc_B
264250,264251,264284,1,-1.0311021438966892,1.0,stop,15.915301583203473,0.0025,RULE:smc_B
264335,264336,264337,-1,-1.051787681012197,1.0,stop,9.5582576845527,0.0025,RULE:smc_B
264717,264718,264721,-1,-1.0416346119066058,1.0,stop,11.889146489713312,0.0025,RULE:smc_B
265057,265058,265074,-1,1.489776844387188,1.0,target,11.73805863324742,0.0025,RULE:smc_B
265135,265136,265159,1,-1.0361982214124423,1.0,stop,13.674705018237546,0.0025,RULE:smc_B
265405,265406,265429,-1,1.487686933795049,1.0,target,9.745744723742972,0.0025,RULE:smc_B
265544,265545,265555,-1,-1.017305591906455,1.0,stop,28.603471217610604,0.0025,RULE:smc_B
266546,266547,266574,-1,-1.0382237193497308,1.0,stop,12.950074153458443,0.0025,RULE:smc_B
266961,266962,267031,1,-1.007307041389609,1.0,stop,67.74287616653191,0.0025,RULE:smc_B
267304,267305,267412,1,1.497165332518538,1.0,target,42.33300758722453,0.0025,RULE:smc_B
267900,267901,267915,-1,1.4935972236992072,1.0,target,18.74186983311301,0.0025,RULE:smc_B
268012,268013,268013,-1,-1.0238956091238882,1.0,stop,20.715102822181507,0.0025,RULE:smc_B
268451,268452,268644,1,0.0026269550052662,1.0,time,49.48695342683504,0.0025,RULE:smc_B
271728,271729,271808,-1,1.4947062582988495,1.0,target,22.668276386420075,0.0025,RULE:smc_B
273942,273943,273950,-1,-1.015112476473412,1.0,stop,32.75439342260506,0.0025,RULE:smc_B
274219,274220,274289,1,1.4962027757781573,1.0,target,31.602031639249617,0.0025,RULE:smc_B
274436,274437,274445,-1,-1.0271817660969165,1.0,stop,18.21073723595009,0.0025,RULE:smc_B
274463,274464,274494,1,-1.0099240171801611,1.0,stop,49.87899466654744,0.0025,RULE:smc_B
274782,274783,274794,1,1.4875327420293114,1.0,target,9.625211917658817,0.0025,RULE:smc_B
274800,274801,274815,-1,-1.038480869497008,1.0,stop,12.863534698416515,0.0025,RULE:smc_B
275017,275018,275087,1,-1.013472159255258,1.0,stop,36.74243976939351,0.0025,RULE:smc_B
275095,275096,275103,1,-1.013481506451632,1.0,stop,36.71696496054983,0.0025,RULE:smc_B
275158,275159,275165,1,-1.0348759961548486,1.0,stop,14.193142980123412,0.0025,RULE:smc_B
276595,276596,276656,-1,1.4959061753535403,1.0,target,29.312442608837955,0.0025,RULE:smc_B
277448,277449,277453,1,-1.034607964919871,1.0,stop,14.30306581580544,0.0025,RULE:smc_B
