sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct
175481,175482,175488,1,-1.0566201567770748,1.0,stop,24.19633003479612,0.002
175937,175938,175939,-1,-1.1449657051346867,0.5,stop,9.450511062096666,0.002
176696,176697,176700,-1,-1.03727132546459,0.5,stop,36.757479990927095,0.002
176771,176772,176776,-1,-1.0522855250719432,0.5,stop,26.202280614279516,0.002
177314,177315,177318,1,-1.2440335566446772,0.75,stop,5.61398202295095,0.002
177511,177512,177512,-1,-1.1669675574838425,0.5,stop,8.205186807817881,0.002
177802,177803,177899,-1,-0.05283311328160963,1.25,time,35.77301965769857,0.002
178525,178526,178615,1,1.9849502943129131,0.5,target,41.19681892065091,0.002
178580,178581,178606,1,1.961094532055853,0.5,target,15.93606330323746,0.002
179757,179758,179771,-1,-1.0656096017248884,0.5,stop,20.88109002314377,0.002
179906,179907,180003,-1,1.087863024988835,0.5,time,46.08116908883312,0.002
180154,180155,180171,-1,-1.0741233889891342,0.5,stop,18.48269512071056,0.002
180261,180262,180268,-1,-1.0480995947174472,0.5,stop,28.482568471685227,0.002
180360,180361,180368,-1,-1.031210443146853,0.5,stop,43.89556385193919,0.002
180636,180637,180637,1,-1.15304724631811,0.5,stop,8.95148415249787,0.002
182001,182002,182007,1,-1.0565855091291416,0.5,stop,24.211145593359106,0.002
182113,182114,182118,1,-1.0247813334810958,0.5,stop,55.28354642598606,0.002
182179,182180,182180,-1,-1.131171556547746,0.75,stop,10.44433744674916,0.002
183079,183080,183083,-1,-1.2454065204364348,0.75,stop,5.582573753800716,0.002
183295,183296,183392,1,0.7213247397018372,1.25,time,37.95793835009408,0.002
183383,183384,183472,-1,1.9784518897650196,0.5,target,28.772824773910543,0.002
183766,183767,183843,-1,-1.0448759537541072,1.25,stop,30.528599069041775,0.002
184034,184035,184035,1,-1.0544226788798698,0.5,stop,25.173328990733353,0.002
184281,184282,184302,1,1.9209139611554376,0.5,target,7.839563203039688,0.002
184304,184305,184309,1,-1.0986294897479465,0.5,stop,13.890368930236946,0.002
184590,184591,184600,1,-1.0910334736228915,0.75,stop,15.04940925000028,0.002
184670,184671,184701,1,-1.115164595606462,0.75,stop,11.896017111730544,0.002
185187,185188,185192,1,-1.1096915275637216,0.5,stop,12.489569891386054,0.002
185212,185213,185219,-1,-1.0472969572148536,1.25,stop,28.96592255980795,0.002
185372,185373,185376,-1,-1.2720223998136615,0.5,stop,5.036349951101329,0.002
187589,187590,187595,1,-1.0683452404791576,0.5,stop,20.045287578112948,0.002
188075,188076,188080,1,-1.0341188945039295,0.5,stop,40.153704272048344,0.002
188437,188438,188443,-1,1.982970679714683,0.5,target,36.40779488624594,0.002
188445,188446,188446,-1,-1.0191189505606084,0.5,stop,71.65665268378689,0.002
189560,189561,189568,-1,-1.0311735214516975,0.5,stop,43.94755344284022,0.002
190092,190093,190093,-1,-1.0370930184268614,0.5,stop,36.93417408726964,0.002
190106,190107,190145,1,1.9850740193381855,1.0,target,41.538309210473926,0.002
191975,191976,191980,-1,1.9869581563760104,0.5,target,47.53929106001215,0.002
192501,192502,192508,-1,1.9825450233519661,0.75,target,35.51995585567511,0.002
194108,194109,194170,-1,-1.0365392683927028,0.5,stop,37.49390888936341,0.002
194883,194884,194976,1,1.9833298821785892,0.75,target,37.19229861733129,0.002
195153,195154,195171,-1,-1.0266230197579098,0.5,stop,51.45922635590432,0.002
195403,195404,195406,-1,-1.0816840724346721,0.5,stop,16.77193557037299,0.002
195509,195510,195537,-1,-1.0427058041227233,1.25,stop,32.07994857240101,0.002
195590,195591,195677,-1,-1.034254534922,0.5,stop,39.99470444189592,0.002
195670,195671,195672,-1,-1.0764893518557421,0.5,stop,17.9109897882754,0.002
195942,195943,196039,-1,0.08599913013470602,0.75,time,32.32590836263171,0.002
196012,196013,196017,-1,-1.0914555118712546,0.5,stop,14.979960988339371,0.002
196474,196475,196520,-1,1.9864141382279519,0.5,target,45.63567702974888,0.002
