sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct
179268,179269,179319,-1,-1.0667304757403049,0.5,stop,3.371772754558833,0.002
179514,179515,179515,-1,-1.0900358910275216,0.5,stop,2.4990034244358412,0.002
179603,179604,179787,1,2.0,0.5,target,6.497064318809407,0.002
180706,180707,180899,1,1.5514591788131722,0.5,time,5.626960811613799,0.002
180834,180835,180879,1,-1.1072412684589894,0.75,stop,2.098072908247559,0.002
182099,182100,182104,1,-1.0476961256807849,0.5,stop,4.717364288784438,0.002
182453,182454,182552,-1,-1.0752407840739906,0.5,stop,2.990399459137052,0.002
183825,183826,183827,-1,-1.058396375985067,0.5,stop,3.852978822820205,0.002
183897,183898,183907,1,-1.1104475023354752,0.5,stop,2.0371669367089,0.002
184125,184126,184131,-1,-1.0770941615195988,0.5,stop,2.9185089449699717,0.002
184470,184471,184483,1,2.0,0.5,target,3.195228498015922,0.002
186370,186371,186396,1,-1.0854834391964132,0.5,stop,2.632088766140214,0.002
186439,186440,186440,-1,2.0,0.5,target,2.0701003279107226,0.002
187401,187402,187419,1,2.0,0.5,target,2.0915073422336263,0.002
187711,187712,187719,-1,-1.169547121725624,0.75,stop,1.3270646986507018,0.002
187871,187872,187894,1,2.0,1.0,target,2.557400765565717,0.002
188265,188266,188266,-1,-1.1233674687229642,0.5,stop,1.8238195395349521,0.002
188704,188705,188786,1,-1.0479486061711791,0.75,stop,4.692524308144584,0.002
188992,188993,189043,1,-1.0270961810942558,0.5,stop,8.303753182680339,0.002
189648,189649,189712,-1,-1.1043652483856354,0.5,stop,2.155890044629814,0.002
190634,190635,190649,1,2.0,0.5,target,2.6896126748288225,0.002
190911,190912,190936,1,-1.0663585573241066,0.5,stop,3.3906704586866,0.002
190939,190940,191014,-1,-1.0419751290545174,0.5,stop,5.360317051263337,0.002
191179,191180,191263,-1,2.0,0.5,target,2.1248587338777725,0.002
191210,191211,191263,-1,2.0,0.5,target,1.8555310140243364,0.002
191237,191238,191263,-1,2.0,0.5,target,2.2462735475116915,0.002
192773,192774,192775,-1,-1.1006081223750273,1.0,stop,2.2363999514989246,0.002
192845,192846,192861,-1,-1.0929672506301937,0.5,stop,2.4202070995399936,0.002
193034,193035,193052,-1,-1.0699557070492995,0.5,stop,3.2163208620183923,0.002
194032,194033,194040,-1,2.0,0.5,target,4.96137728324652,0.002
194605,194606,194657,-1,2.0,0.5,target,3.6671430712060555,0.002
195343,195344,195363,-1,-1.0559775046827362,0.75,stop,4.019471773083524,0.002
196713,196714,196716,1,-1.08665963583315,0.5,stop,2.5963644762264266,0.002
196814,196815,196828,1,-1.0643818571143941,0.5,stop,3.494773373811313,0.002
196990,196991,196993,-1,-1.0287600684728895,0.75,stop,7.823347159691366,0.002
197618,197619,197619,1,-1.096013468653299,0.5,stop,2.34342122158273,0.002
197654,197655,197724,-1,-1.0568546372128558,0.5,stop,3.9574608339780752,0.002
197709,197710,197723,1,2.0,0.5,target,1.7603621631076294,0.002
198079,198080,198105,-1,-1.0834612259858172,0.5,stop,2.6958626277325948,0.002
198278,198279,198291,-1,2.0,0.5,target,2.112078059657051,0.002
198846,198847,198882,-1,-1.050059591363131,0.5,stop,4.49464316174226,0.002
198977,198978,198981,1,-1.116395126632564,0.75,stop,1.933070623396361,0.002
199401,199402,199414,1,-1.100298725312873,1.0,stop,2.2432986989419987,0.002
199860,199861,199876,-1,-1.0725208145089133,0.5,stop,3.102557541907572,0.002
199956,199957,200140,1,2.0,0.5,target,4.481356864269401,0.002
200052,200053,200135,-1,-1.0447293740453425,1.25,stop,5.030251480197876,0.002
200396,200397,200399,1,-1.0669216559090013,0.75,stop,3.362140355669908,0.002
201438,201439,201439,-1,-1.0747304275805403,0.75,stop,3.010821793538071,0.002
201765,201766,201779,-1,2.0,1.25,target,2.669099811690103,0.002
202146,202147,202208,1,-1.078797886460442,1.25,stop,2.855406535717975,0.002
202856,202857,202861,1,-1.0955358206169272,1.0,stop,2.3551375656477376,0.002
203989,203990,203991,1,-1.1190162708339524,0.75,stop,1.8904978153266256,0.002
204470,204471,204526,-1,2.0,0.75,target,1.8686191487952328,0.002
204596,204597,204647,-1,2.0,1.25,target,2.471053318167833,0.002
204638,204639,204643,1,-1.083573567643781,0.5,stop,2.6922387824693033,0.002
205090,205091,205101,1,-1.0802058298523733,0.5,stop,2.805282364312461,0.002
205105,205106,205169,-1,-1.05404415193632,1.0,stop,4.163262664663989,0.002
205171,205172,205173,1,-1.1023366159682066,0.5,stop,2.198626541157182,0.002
205732,205733,205733,-1,-1.0789702686394627,0.75,stop,2.8491735418444932,0.002
205738,205739,205782,1,2.0,0.75,target,3.767746951052686,0.002
206404,206405,206405,1,-1.0824148580499875,0.5,stop,2.7300902449342175,0.002
206591,206592,206654,-1,-1.0338289658083424,0.75,stop,6.651104892613148,0.002
206678,206679,206701,1,-1.0650081731159615,0.5,stop,3.4611032615630393,0.002
207379,207380,207382,1,2.0,0.75,target,1.0318470739950953,0.002
207753,207754,207765,-1,-1.083015063083296,0.75,stop,2.7103514909595106,0.002
207965,207966,208049,1,-1.0623939549830999,0.75,stop,3.606118574481343,0.002
208195,208196,208209,-1,-1.2018106129055413,0.75,stop,1.1149066779021268,0.002
208349,208350,208420,-1,2.0,0.5,target,4.349566000283403,0.002
208606,208607,208697,1,2.0,0.75,target,3.4950077648074966,0.002
208646,208647,208665,1,2.0,0.75,target,1.6031971145675925,0.002
208898,208899,208981,1,2.0,0.5,target,2.8087172085918155,0.002
209172,209173,209277,-1,-1.0710182684167617,0.5,stop,3.1681989017181422,0.002
209256,209257,209275,-1,-1.0770868993794669,0.5,stop,2.918783889494989,0.002
209810,209811,209817,-1,-1.0895246470389153,1.0,stop,2.513274360100013,0.002
210178,210179,210210,-1,-1.0521080502458222,0.5,stop,4.317950852861713,0.002
210920,210921,210991,-1,-1.082453943824879,0.5,stop,2.7287960958881285,0.002
211106,211107,211155,1,-1.0668787481513045,0.5,stop,3.364297422117943,0.002
213014,213015,213017,-1,-1.07376500789482,0.5,stop,3.0502267460030907,0.002
213478,213479,213568,-1,2.0,0.75,target,3.6275787502472667,0.002
213864,213865,213866,1,-1.0452338137410457,0.5,stop,4.974154982553273,0.002
214217,214218,214356,1,2.0,0.5,target,5.6063872029506,0.002
214521,214522,214525,-1,-1.1027457335969146,0.5,stop,2.1898719501348296,0.002
